tweet,sentiment
Man i cant belive that you did what you did? Everything does not look as good as it is..,1
"Going to bed early... got a lot of important women to visit for Mothers Day tomorrow! PS- As of midnight tonight, HAPPY BDAY BOO BEAR!",3
 SC2 will be released before D3  Hopefully!,3
 Lucky...and a wife who loves me.,3
 awesome. lemme see when you`re done.,3
doing the andy dance  the one on fonzie gomez show ;) haha,2
im contacting PAWS Philippines so i can find 'tiger' a new owner. im so sad. i love my dog soo much,2
 demi if you can i think itd be amazing if you covered thats what you get by paramore haha im sure you know it,2
_Rocks Just spurted Fanta out of my mouth laughing at that!,2
 boo... i was hoping for a fake alien story with a tinfoil covered beachball photo,1
" Im 20 - believe me, I`ve tried! I`m just too ginger! Freckles join up on my face - that`s it!  get it out a bottle cancerfree",2
" a midwest girl, lol....so close and yet so far",3
 Interesting Combination  Have a great one ;),3
"_bandoni Ok, see you at da climbing",2
last full day of vacation,2
I`m eating egg-whites right out of the pan,2
gutted - the handbag I wanted has been sold!,1
My laptop grew speakers. Now I can watch Charlie with the sound on,2
" omg!!!! I feel bad,  .Was it good?              ;",1
**** it. Totally gutted I decided not to go out tonight. Roni Size is DJing,1
 that sux  but mayb 4 the btr u nvr know,2
Dude my butt itches  but i cant scratch it cause ppl r here,1
_mazur Hahaha...and I who actually thought you just were popular!,2
best show of my life. mcfly rocks my world  i wanna meet you guys ;;,3
Game 6...who wants it...u already know who the league wants,2
 oh it just takes me after i sign in to an error page,2
 its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,3
" hahaha maybe it was certain groups of juniors.  hello, and what are you doing in Korea? We`re all over the world!",2
" how old is jonathan jr? I`ve got four cockatiels, they`re two years now",2
 you didn`t include  in the 'Follow Friday',2
 _bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,2
"Just got finished watching marley and me, and I cried like a **** baby...I`m missing my beast like crazy!",1
"Had the super massive sandwich mom made last night,Ohh. It was yummy.. Btw, Happy Mother`s Day mom!!",3
"hey there  how are you going? looking forward to weekend, sadly im workin both sat sun",2
"Made breakfast for bf; went to sears to pass my drivers test! stayed with minh for a lil, sauna&spa with aunt, uncle & mom; FINALLY HOME",2
I hate today.,1
"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",1
wishes he could be with that special someone....,3
 could be.,2
Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,2
playing the game of watching straight people hook up but can`t leave because of another reason,2
awwww  i never noticed this http://bit.ly/RConp,2
gooodmorning people of earth!,3
"_Deen   looks like a delicious recipe, will try that tonite",3
I cant use my blackberry today. This sucks.,1
The fine old British tradition of chilly grey drizzle on a Bank Holiday is still observed,2
editing pictures,2
 Nice! You should submit that to failblog.org,3
 Yeah that`s me  I used my initials for my Flickr account!,2
 oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,2
June gloom seems to have arrived early,2
 - I will help  not sure how when i`m alllll the way over here haha but i can try  have alot of free time right now haha,3
"?  ... thx for ur msg, so awesome!  luv the new single! xoxo http://tr.im/kpDW",3
 Thx,2
 Could get  to do the honours?,2
http://snipurl.com/hq0n1 Just printed my mom an Amazon gift card  for Happy Mothers Day talk about last minute.,3
"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",2
big shout out to all my home girls you know who you are,2
had a great day,3
"what is love!? baby don`t hurt me, don`t hurt me, no more. I WANT TO WATCH `NIGHT AT THE RUXBURY` RIGHT NOW!!!!",1
Awww I wanted to see some more of Greg,2
another rainy day,2
on my way to work! I am gonna miss general hospital,1
  oh hell yeah lol. im a vegetarian tho but i still cooks the mean =X im a traitor,2
Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,1
" i know, right? i`m super-excited - i told y`all this is the busiest time of year for me",3
_ i know !  my BG looks emo now .! lol,2
  have a good day!,3
 at least posada had a good ab,3
"_Laurie sending love, blessings & healing thoughts to you & family  peace",3
 I gave you a big mention on The GodTalk Radio show last night....last segment of the first hour. Podcast format avail soon,2
Morning all  and its a lovely day at last,3
", OR write a CMS that uses git for versioning  check out rails-git.  I`d be interested in working on something like that.",3
 Per Taylor Dayne conversation.  It`s official I am now jealous of you.,2
" i did dat 1 time & my boss text me saying, 'tweet me n my office after dis tweeting is ova!' i havent dun it since.",2
_O Awesome! My family owns it...The Flowers.. and we love having your kids there! They seem to have lots of fun!!,3
 Im so very sad that i am at work today and cant win tickets,1
 yen lol but i can only get the vid on my phone and ipod cant find the song  lol,1
"Okay, whats up with twitter,, :/ my laptop is completely broke, and now my computer is acting up   so I dont reckon I will be on for t ...",1
 Is it true there won`t be any Fantastic 4 sequels?  I wished they introduced a Franklin Richards character... will they?,3
 Ozzy isn`t following you yet,2
"Is getting excited for the weekend.......Or, hang on, i am going to be all alone   never mind, excitement lost",2
" Hi, California is cool! Here in Budapest/Hungary it`s too cold and cloudy today  but usually it`s hot in the summer)",2
"Okay, now I`m listening to Jonathan Coulton and working. Woo.",2
Just had my hair cut it looks like ****,1
Shower head broke while i was in the shower and shot straight @ my head.may get a welt later on from it,1
I love all my friends      and drew were fun tonight,3
 suck it up,1
 bad times?,1
 let be me your first,2
" Haha, it`ll be gross by the time it comes back.    Tell you what .. we`ll Yum! Vancouver some malay spot soon, or just go indian",2
 you suck,1
"Out if class!! Yow party + four hour lecture don`t mix attal!! I had to drink 3 red bulls & I`m still sleepy .,,,,smh! Alrite bedtime",2
Boooo Animal collective is already sold out.  Guess I`ll be missing that show,1
 im good! im on my laptop using and external internet plug. i need to send it away to be fixed,3
http://twitpic.com/4wehl - graduation pic,2
"Is about to go in the garden, weeding, mulching, cutting down and anything else that I find to do",2
"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow ****",2
  I appreciate you,3
died again in KP  .. gonna upgrade some of my spells now first before heading back there... #eq2,1
" def cheese and onion  however after being back in the states for 4 months, finding a bag of salt&vinegar...they tasted GREAT!",3
_lick sounds like you need a week of digital detox,2
i`m still full from the buffet at palms.  my stomach actually hurts. ugh gluttony bites.,1
apparently it`s starwars day today  I like this . Shame I have revision though.,1
 thanks. before the major chop.,2
 ME TOO UGH,2
 i dont evn talk 2 him no more. it was a huge mistake. i shoulda listened 2 her. i kno she`s disappointed in me.,1
 no,2
 oh yes. There was no feasts left,2
Happy Mothers day to all mums,3
"watching click, they are talkin about twitter and celebrityTweet  im just gonna get ready for work",2
 it can only get better.,3
All moved in to our new apartment. So exciting,3
"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",2
" why, hello there  How`s life on the other side of the screen?",2
Happy Star Wars day everyone! and Enjoy the holiday (UK),3
Oh man....my fiance just got off work and I start mine in 1 hour....so not fair.....,1
" hope it isnt too hot a summer then.hows little one today,being good i hope.lol",3
I have a farmers sunburn! Ahhhh!,1
 Ferns n petals (fnp.in) should help you accomplish that task,3
Looking for a show to turn my brain into mush so it doesn`t hurt anymore  Any good FREE online ones you know of?,3
Ow it hurts,1
" yeah, it works better as a command",3
 RE: Hulu Desktop in Windows 7 Media Center  http://bit.ly/DEc64but not on extenders unfortunately,1
19 days and counting,2
  you better come back soon! <3,3
My home made red velvet cupcakes were pretty **** good! now to master the frosting... goodnight!,3
 Belated kay Tita.  Wow! 2 prizes in a day! Congrats!,3
 OMG!!! That`s a nightmare,1
_Dew tokens haven`t been working for me all day....,1
" Yes, Koi for a few years now and they have had babies as well.  Biggest ones almost 2 ft long now and they all have names ..",2
going to bed cuz i have to get up at like seven thirty or something tomorrow. today was actually not that bad of a day.,3
The Matrix Online shuts down next month...wow...I feel kinda sad about it,1
 Thank you.,3
I was sleeping soo good but just woke up like 10 mins ago n got sick  not feeling so great. I wanna go back to sleep but I`m wide awake.,1
Just broke her dresser shes had since she was three,1
 well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,3
Chicken beer and good company makes a good night...,3
putting up a half naked dougie poster  i love sugar`s ladmag,3
 I`m trying to convince  to wait a bit to see Up! as well. She doesn`t want to see it with me,2
Well not JUST making dinner making dinner with WET HAIR!,2
Shared Kim Hï¿½ltermand - Portfolio: Shared by Kaare Finally a dane  IÂ´ve got the honor to do the amazing.. http://tinyurl.com/coypsl,3
http://bit.ly/61Aam   these dogs are going to die if somebody doesn`t save them!,1
http://twitpic.com/67tcr - Ouch!! Burnt my arm on the grill,1
"Not making good time, **** Chicago traffic  - Photo: http://bkite.com/07XOh",1
Site of our first date - Macri`s Deli - closed.  Lunching at favorite local Greek spot - The Trojan Horse - instead.,3
Not happy got a big choice to make,1
Sitting at the Connection listening to the employees reminisce and mope about their last shift,1
 and of course it happens on the day I got a carwash.,2
" me too.  I was in Florida last weekend for the rain.  Came back home to RI, rain.  Terrible",1
 I`ll be listening!,2
 yeah sucks eh!,1
omg!!! mcdonalds combo and wendys sundae = puke material,1
"is upset, I left my phone at home again",1
A year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,1
 **** you and your hot weather - it`s freezing in Oz at the moment  I miss summer..,1
 happy mothers day to you as well!,3
 i wish you could come to Swindon...2 hours away...its my dream to meet you  xoxo,3
I Sing Everytime,2
" I`m the same, don`t panic. Big topman",2
 It is sad... I feel bad when I hear it. They look like mid 30`s. It`s like something u wld see on lifetime,1
just got out of the pool!!   so fun..now gonna watch tv and do stuff on the computer. (:,3
My new car is already giving me problems  That cant be a good sign.,1
down side = i have a seat by myself  loner. please be a starbucks there.,2
 We never miss ICarly - my son has a huge crush on Miranda,3
" Blow me away it IS raining harder here. Yay you, well done",2
eating truffles  yum!,3
" - l`d come if u could, but Australia is just too far away",1
"cold,so cold ****!",1
Nothings better than having to take a cold shower in the morning,3
" i`m totally gutted, i ended up with my foot in a cast today so i can`t travel to nottingham now to see you guys   ****",1
im nervous :/ i want  to gimme a bear hug,2
Waiting the next release,2
 Appending the #verticalchinese hash tag is a nice touch.,2
to all mothers out there... or even soon to be mothers >8D happy mother`s day y`all,3
That sucks that u have 2 go through that  id b pissed 2,1
 You live dat glamorous life.,3
" aw, sure thing  their in my thoughts and prayers.",2
Happy Mother`s day to all beautiful mother. May your love shines the world  Thank you mum.....,3
 yeah surrrrrously. we win,3
unemployment line here i come.,1
"I just watched 7 pounds, maaaannnnnnnnn!",2
i m totally confused and bored.. my life must change!!,1
****... Why does it take so long to install SBS2008?!,1
just got sold out from UP,2
**** night. want john  where is he?,1
: I know!! Im so excited. We cant go earlierrr than the afternoon?  I love you tooz <3,3
#Volvicchallenge Tesco dropped off my 14 bottles today  Props for doing so on a Bank Holiday,2
Live TV coming to the XBox 360.  But only if you live in the UK.  http://tinyurl.com/kq47ah,2
 gooood we miss you!!  hope you had fun w/the in-laws haha,2
Off to class,2
"John, are you sure we aren`t mtb?",2
 aaaah I swear I took it by mistake  it was somehow attached with the charger -_- apparently it needed break from U huh!,1
its mothers day,2
"Come an add, new twitter.  Only for fans.",2
happpppy mothers day,3
 My dream was about hanging out with all my friends. It was good until I woke up and they weren`t there.,2
2 hours after teleconference. but can`t go back to sleep. got some work to do. sigh sigh,1
 I can`t really say much because none of it is set in stone.. but I`m planning a charity concert for Cystic Fibrosis,2
 waaa you too,2
I am tres depressed,1
 where have you been? LOL,2
_tah oh no.  *hugs*,2
 ummm not with me?,2
thought I was going to have a fun day,2
"is back from a very long day out at Naz. Gunna crash. Up tomorrow for Mothers Day... editing photos from today, hangin with my mom, etc.",1
just bought a magazine,2
Its so sad,1
Back home.  Preheatin` oven before popping in a pizza,2
Haha Ashley tisdale is on again,2
" and what did you do last night, I don`t recall being invited",2
 ah yes dropping the bear thing  it`s such a lovely day here! Very odd for stafford!!,3
 Good afternoon Jonas Brothers  x,3
The muse has me gripped firmly by the throat. Really enjoying my writing,3
"Wow, mosquitoes in the backyard suck.  So does coughing myself half to death in the middle of the night and keeping Cassidy awake too.",1
Makeup + cute dress = I`m ready to go,3
 WHOO HOO. Congrats on getting under 200lbs,3
Its 1:47 here... hmm wat to do? not sleep for shure!,2
Still not asleep. Ahhh  Wtf?!,1
"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",2
_M Thanks for remembering,3
 Pretty sure you are hero status... You rock my socks Ms McCain.,3
 well that does make me feel better about staying up even later to watch the daily show.   lay on the guilt again.,2
 thanks for the message - just worked out how to see them and reply!,3
...normal hours to give any interested twitter friends a glimpse into a topic near and dear to us.,2
Can`t paint anymore because of the light,2
" Would *you* pay $60K for a lunch with Oscar de la Renta?  I don`t see her hitting East Village shops, do you?",2
Weekend looks sloppy  Looking forward to a great week with great customers!,3
Wohoo! Going to see Eddie Izzard in December!,3
Working  god I hate it haha,2
 I`m so sad I wish I was going to,1
I can has cheeseburger,2
What a beautiful day! Hangin with the guys Graham and Josiah  lol waiting for the others. If you wanna stop by come on over ;) with food,3
  don`t remind me.. Was supposed 2 meet up with the Homie  2 4 that show..  Ack! So kill it please..do the **** thang!,2
_a The rocky kind! With little rockpools & octopi & shells & stuff. Now I want to be at the beach. Its the perfect overcast day.,3
 Ahhh Music to my ears!,2
 haha yes,2
"aww, You Are The Sunshine Of My Life from Bob and Larry Sing the 70s.  makes me think of  <3",3
lif`s unfair....luk wat it did to ma frend...i m so hating it,1
 Done. Thank you,3
It is kind of lonely when nobody will answer their phone.,1
 Okay will work on that too but please remind me again,3
"thank you for teaching me values and to be a better person each day  I LOVE SO MUCH, YOU`RE THE BEST MUM IN THE WORLD",3
Listening to Miley Cyrus Breakout CD ! love it!,3
Well - looks like Hurdle is out.,2
 If it makes you feel any better.. My Saturday night is lame as well. I heart you,2
kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,2
is excited for tonight`s party of ron  http://plurk.com/p/sujth,3
i really want to ring  but it costs 2 much  dam you credit crunch,1
 aww noooo that doesn`t sound too great,1
"  Good morning, gents!  How are ya today?",2
 i wish i had friends i could spend the night with,1
I`m very sorry for the little disturbance at #SAPInsidetrack in Palo Alto! Just went into a debugging session when lines unmuted,1
 hotttie poooh!!!! ooo i bet it sounda magical (HH) im coming home in 1 hour,3
"Oh noesss seniors last day  However, tickling will till he was on the floor giggling made it totally worth it. Plus, a senior sandwhich!",3
I don`t know how to quit you-brokeback mountain,1
Irony: Inventor of Ford Mustang can`t keep his car   http://tinyurl.com/lpmvtk via :,1
 take me with you!!!  Have fun!,3
 now that`s an imtetsting visual.,2
"flying is falling, getting distracted and missing the ground",2
" well, you can print CY_K not CYMK",2
What the ****!? It`s only 20:35!!? Oh my GOD! My internal clock really IS **** up. Nooooo.,1
"I need a nap, but I won`t be getting one",1
 hahaha thaanks!  iï¿½m from brazil!,3
GRRRR!!! It`s BACK!!!!! And what I mean is my headache  But on the *       *        bright side....it`s only on one side!!!! /\/\/\/\/\,1
I just want this semester to be over! Only a week and a half then it`s moving time!,1
 and Miss Fizzy Duck loves Hive Mind too,3
" Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",3
 Thank you so much!  Have a fantastic day!,3
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,3
yeh. merch shopping to look fab.,3
i have no idea wtf im doing,1
Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I`m confused and sad,1
Bottle of reisling this time... My favorite!,3
 hate u....  I have 2 wait one week to see it cuz here (Puerto Rico) is still coming soon....,1
Yes!! Finally Friday...which tech means nothing to me since Im currently unemployed,1
i`m playing left 4 dead with my friends gilbert and louie  its so fun  happy mothers day to all your moms! ),2
 http://twitpic.com/67318 - *sniff* i feel so left out!   *grin*,1
this darn cold just keeps getting worse  i bought some hayfever pills just to try out maybe i`ve had that all along,1
Morning workout sesh.  Love Life.,3
 i dont think you can vote anymore! i tried,1
 is that teh part where hes liek feeling the girl. i feel sooo soooory for her,1
 The sweety sat on the table this morning...Just woke up! Very sweet! Oh...btw...I think i`ll be home around 7 pm!!!  ****,3
I`m no longer a sophomore.  Junior year is bringing new things. I`ll be on 24/7 now. Hit me up and check out  http://bit.ly/esGIQ,2
Good morning tweeps! I have a feeling I won`t be oversleeping now that Gracie is around.  She pounced on my head and woke me up at 7am.,3
 Happy birthday. Let us know what you get up to old boy,3
Watched the White House dinner speech by Barack. He`s just so many kinds of awesome!,3
"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",2
 awww sowy shortie,1
"Signing off folk, might be back on later!",2
i went to go check my phone for messages. then i remembered i dont have a phone anymore,2
#f1 soon  good luck brawn and mclaren fix up look sharp :p,3
"for all the effort and time put into some of these relationships with people, you learn enough not to trust anyone...",1
 wowzers! thanks! bang bang misses you on the dance floor,2
I ran outta bathroom passes.  maybe mrs. French will be nice today?,2
"I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",2
_j9 Jess just posted some hawt pics on the board J ... u should check them out...,2
Moment of truth!! Im nervous for her!,2
i have nothing to do except right a eassy due on monday D: :[ :{  ]: }:,1
back from lunch and it`s pouring rain! ugh  ohh well at least it gets me into a Death Cab For Cutie mood!,3
Got back from a week of jamming in the French city of Meyrueis. Feel hella replenished,2
" second wife, what?",2
high & dry goin to have an ice cream now with my best friend.,2
 Ok then have a good day,3
prom tonight.. too bad im not going to be there,1
taking in the local art,2
There`s starwars day? ) OMG Rocio!,2
"  i`m having tuna & noodles thing, smashed potato cakes &......?   Winksy says hi.",2
goodnight twitterville! really enjoyed pearl harbor. now off to sleep and cuddle with my hot man!  i will have good dreams tonight! XOXO,2
 How is she spoilt? She`s like 10? 11? That was hard for her to be put up in front of 14m people.  She`s really young.,1
Almost made it to reading comedy outlet. Headlining all weekend. Only took me 2 extra hours with traffic. Basically doubled my time.,1
" that is cute, a manly cute of course.  reminds me of a Scion",3
 No I haven`t had chance to watch that yet...going to have to get hold of it.   Thanks for the tip.,3
it should be.. not a wink >.<,2
"wish I was feeling better...I`ve been holding a potential cold at bay for a few days now & I think it is winning...aches, cough",2
" I agree! mmm so good, i miss eating it with you tho",2
(cont) when  told him that I love beans on toast. SO CUTE!,3
"Off to Saigon in the morning, n Hanoi from there.....",2
listening to AM- teddy picker  She saw it and she grabbed it and it wasn`t what it seemed,1
"I`m seeing quite a few proto-furries here, now that I think of it.  #acen",2
shud realy go 2 bed  proper tired bt cnt b boverd...x,1
" I jus spoke 2 my lawyer, if I blow trial =3to7",2
 voting for you Hope you are voting for me I am now a white blank with my name  mr Twitter and Funniset,3
  My guess is that its because Sara makes a mention of mariage proposals on her site.,2
Today is check in day for week 12 of the Artist`s Way! Hurray time to celebrate another good completed journey.,3
: just got home from drews bday.,2
Is on her way home  aloha and good night everyone!,3
 It`s fun to see that glimpse of your life,3
got a lot of shopping done today...really excited bout my new travel journal! Going to go to sleep watching a movie with my cousins,3
"Happy sunday, beautiful day in London... off to meet Chergo for breakfast  ****",3
Roscoe - Smooth Sailin` WHY DID NO ONE TELL ME ABOUT THIS SONG?????? RAP FRIENDS U HAVE FAILED ME,1
 thanks :0 I will try,3
 I wanna get an FF tweet too,2
sneezing frequently,2
 i`m so glad,3
Doing dishes...i miss my kitchen team,1
Poor baby`s got his first booboo  that he caused himself LOL  http://twitpic.com/673vt,1
Nice sunny day,3
"Housemate saw Angel & Demons last night, but left me at home. Was looking forward to seeing that  Wanted 2 reminise http://bit.ly/qFsAg",2
wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,2
" nah, he was acting like a **** - his show sucked last night",1
i`m celebrating my mother!!  and also celebrating my legacy as a woman of God.,3
"This is the best E-commerce site, I hope you`ve watched the big bang theory. http://www.pennyblossoms.com/ Please hit 'buy now'",3
"today i was so happy got i got off school early, but now i`m bored!!",2
"Ugh.. apparantly doc authorized my refills on tuesday (and ready to be picked up), but the order status online still says waiting review.",1
"yeahh, uhhh, not so sure if i`m feeling the new jonas songs just yet",2
"For the record, john mayer is freaking cool.",3
Appreciation lunch at work. Good food! But sucks being here on my day off lol,2
  that`s the worst dream ever. weird to think all of those thoughts are in your subconscious.,1
"I want to go outside and play in the sunshine, but I have to sit in front of a computer all day   At least I can have lunch on the patio!",1
 I`m going to turn it off. We Tribbles don`t need tracking devices!     #hhrs,2
 have a lovely weekend,3
 Neither could i! And i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,1
http://twitter.com/djc_yana ~ yeah. haha! why?,2
In the Hongkong International Airport. Has to wait for 3-4 hours for our next flight to Cebu.,2
 ohwwww  whatever I`m excited anyway.,3
 Not by choice.  I have to use it for that one project that never ends!,2
 Yeah he`s also partial to JT and TI Dead and Gone and Pink`s Sobre,2
"  Thanks Sissy!!!!!!! Be sure to check ur Myspace tonight, It`s gonna be Something! Luv Ya!!!!",3
knocked up is sooo godamn funny. never gets old  'you`re tupac. you`re biggie.' lol,3
MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,2
" thanks oscc  i have been changing it up lately, and I like this layout the most <33",3
 Morning babe!  I plan on overdoing it today! lol Hope you do rest & put your feet up! xxxx,3
 heyy nat! twitter twitter twitter. you`ll get used to it hahaha  love youuuuuuuuuuu,3
was busy talking with mom and bhabhi.. they liked the cards bro and me made for them  now waiting for sis to get back from Church..,3
is poolside. Bowling toniht maybe?? Back to work tomorrow,2
" I hear that, we`ve missed so many films due to insufficient fundage: Watchmen, Dark Knight, Star Trek.",2
Ohh boy my babys tooth came out !,1
praying the rosary with my family!,2
"  Im good ta. bit tired cos i`ve been wking all wkend but other than that, all good  How`s you?",2
"Photo: So I still havnï¿½t hooked up my editing comp  I know you guys miss my artwork, so Iï¿½ve decided to... http://tumblr.com/xeh1wetiq",1
That`s it. I`m hooked.,2
"Missed Justin on SNL! AGHHH! Just when I started to love him again, yes it`s one of those weeks.",2
is it unny today or not? taking too long to decide haha. i wna get a tan,2
I think Ive buggered up my mobile  ack. I am a stubborn **** and refuse to get a new one.,1
I made an animated holiday card thingy. http://is.gd/yjpq - Shh. Don`t tell mom yet. It`s a surprise.,2
 I`m sure you left the audience awestruck Katherine. Looking forward to reading some wonderful reports.,3
"Again, No P.F. Changs for lunch    Booooo",2
Relaxing,3
live long and prosper  #fb,3
_Sunshine  I figured that... But I ended up taking my cousin to work in the Rain anyway...    But hit me up,2
 Good Morning  Hows u ?,3
"endless set list... very long... grueling almost... also, sent to gordo`s cell cuz he`s no longer communicating with the internet in 140.",2
 mmmmm you have someone on the inside ? or are you being brlliant again,2
I want some cheese fries from fontanas.,2
whohoo!  Erin just got accepted to Ottawa U nursing school at the Algonquin Pembroke campus.  I just may get my girl back,3
 haha. the pic wrong. haha. now the one is then correct.,2
on my way to school of my last friday of high school ever!  and i don`t even get to see holly Gabbie and hannah,1
Wishes you hadn`t teased me with movie night,3
Long night ahead.,1
 Lets leave the nervousness until tomorrow!,2
Printing from Opera gives me a much better result (but printing to PDF it names it _stdin_.pdf) - always gotta compromise,3
_127 glad you got a laugh out of it,3
" Happy Friday! Do u know how I can get a copy of the BT art u did on Mel`s fake Twitter? I`m n it, but can`t find it now.  THX",3
 I`m so honored to hear my name on a Breezy track  hope u liked my ****! #drunk_bowling,3
"  Ah  sameway Yet, has 2006 votes ((.We need more vote :`D",2
 Good BUT it`s supposed to storm later,2
"Finally finished that topic. Quick revision break, then on to How far did Heath change the Conservative party?",2
 opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,2
 MTV Movie Awards. Go vote! STAT,2
 wish  was coming too  I guess we can make time for you though if we have to ;),3
listening to the best days of your life by kellie pickler,3
Hey  Mia!! Go to bed!!    (deangeloredman live > http://ustre.am/2NlC),2
 nope im nott! i was planning on doing but my aunties come over from america and we`re havin this big family meal so i cant  ****,1
Early morning R&B.  ? http://blip.fm/~5jimj,2
 Not that funny! I wont jump,1
"So far absolutely perfect. Great view, directly across from the elevators and ice machine and impecible weather. I need my bike.",3
 ay uuuu  happy mothers day,3
"  good as, cya in melbourne",3
   Hi to one kiwi artist from another kiwi artist,2
 It`s driving you insane? Really? It`s Sterling Knight playing Chad Dylan Cooper on Sonny With A Chance,2
I`m at the cubs game and it is so cold. I think its going to rain.,2
 i love to read ur little quotes,3
 Nice to see you tweeting!  It`s Sunday 10th May and we`re celebrating Mother`s Day here today. So be nice to yer Mom,3
 want me to walk with you?  x,2
" someone i work with today told me that if i took a 'real age' test, it would tell me i`m 45",2
It just had to rain on me almost a perfect day now my clothes are wet,1
"I though the clothes of AW0910 Collection from +9 designers will be there, together with the visual arts, but it is not",1
i can`t find my tennis racket!!,2
 your making me jealous now  I want one! How long have u guys been married?,1
 flipping between the race and the nba playoffs.  Pulling for dale jr and `bron `bron....,2
My teeth and my eye hurt   someone make them feel better,2
i found a ride...YES!!! liquor here i come,3
"`Whats your stand on **** marriage?` - me. `what the **** natalie, stop asking me these **** **** questions! Go get a job!` - dad.",1
" seems that you,  and I are all ex-baristas!  Commonalities ftw!",2
doing the awful online portuguese test!,1
feels guility . sorry `bout that  http://plurk.com/p/wyqow,1
still sick  thinking about naming the puppy june,1
Its an undeniable truth.  I suck at talking to people.  No good at making a connection.  i come off as either strange or distant,1
Ugh just got out of work i think i`m a dang taxi for ppl but i just can`t say no!!!!  o well its my fault,1
is still working  #fb,2
9. shopping 10. Latte with my sis 11. Friday- Meets at the FAU 12. Fire- Steet- Party  13. slowmotion in the park 13. partying my bday,2
Throwin` down in the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,2
 thanks  I`ll check those out.,3
 sorry i couldn`t fit hal`s name,1
short work week for me,2
at work and it sucks big time,1
    Ive been dying for those!! They just so expensive in little sizes.,2
Is coming to the end of his first shift  6.30 local,2
found `s Spinning Top instead of outtamyleague mp3. pardon me sir. but i promise i`ll buy a copy of the cd. i`m saving up,2
Playing hooky from work again so we can go see UP. I hope we get along.,3
 just took the Terminator trilogy :-D but what I need is actually TV series and I still can`t find anything tempting,1
 I tried that but I can only use import/export for contacts saved locally on my Outlook. Thanks Though,3
" oh my gosh, loved it!",3
" sold out in 6 stores, i don`t think so",2
Off to church now...,2
 Thank you  and hope you are having a great day,3
selling my drumset  sad day,1
 I created my account just to get a chance to chat with you (: I ADMIRE YOU! you`re amazing! you inspire me to write  <3,3
 so what cereal do you usually like?,2
After work....Hillcats game!   .25 cent hot dogs haha,1
"Getting ready to go to sleeep! Grinding early in the morning! Yay, money!",3
_phillips She says yes  shall we say 6:30?,2
: aiaahh.. poor u  tell ur mom already?,1
Cops tell #Tori`s Dad they may never find her remains  http://lfpress.ca/newsstand,1
I`m really happy...and drunk  but really happy,3
"Just hangin out at home, watchin twiligghhttt ( and readin it (AGAIN!!) lol School sukked today Bahaha",1
 i meant i cnt help but stop chattin wid her.....    gud dat u noe everything.... so do u think its fair????,2
I CAME BACK THERE WAS A CAT OUT THERE,2
"Noooo my favorite coworker just got a new job, he`s doing marc jacobs shows now, not fair! I don`t want him 2 go!",1
 whoa rad ! coffee makes me stay up all night,2
just realized i gained 40 pounds in the last year  http://bit.ly/wCr3a,3
Oh no! My kindergarten teacher died  Mrs. Collinson always remembered every student she ever had. Loved that lady.,3
"My dog is officially depressed that my brother`s dogs are gone. He doesn`t want to go outside and when we did, he play half-heartedly.",1
_Coppinger nope  day off sleep time ha,2
" Feeling inspired this evening, huh?",3
" I know, thx  But I`ll be ok.",3
Layin n bed with a headache  ughhhh...waitin on your call...,1
 guys why did paranoid drop out of the countdown?? thats so not fair  iv voted heaps for it!!!!!,1
WAH. i`m gonna miss bowie people  ESP YOU ALYANNA BONDOC <3 and Cesar. D:< I dunno if I can survive without my SOSA!,1
 yeah doesn`t that suck!  I am working with a Nano here so i had to take 75% of my music off!  so sad,1
_grubb Sweet... my friend Kevin is joining us (but I have his #). Look 4 the girl carrying a backpack & boulder pad.,2
